2398,-1.19201975808903e-08,0
2476,-1.81254425032696e-07,0
2532,-1.36461633209384e-06,0
2588,-6.82767149564024e-06,0
2644,-2.57081217942226e-05,0
2701,-7.81729801104995e-05,0
2761,-0.000201015582767996,0
2818,-0.00045150993616142,0
2874,-0.000907264465043166,0
2930,-0.00166066419154,0
2985,-0.00280789653681639,0
3044,-0.00443401773088881,0
3100,-0.00659661990958357,0
3156,-0.00931116989641038,0
3213,-0.0125409468175247,0
3269,-0.016193770135263,0
3325,-0.0201265390897735,0
3384,-0.0241572377928917,0
3440,-0.0280827833146984,0
3496,-0.0317001603135972,0
3552,-0.0348278445920421,0
3608,-0.0373245992134157,0
3666,-0.0391032655126366,0
3723,-0.0401380354679773,0
3779,-0.0404646963645683,0
3835,-0.0401742785158912,0
3892,-0.0394012631311495,0
3952,-0.0383079798617709,0
4008,-0.0370670769627176,0
4064,-0.0358440222925407,0
4120,-0.034781504704378,0
4176,-0.0339873462416466,0
4233,-0.0335271011496254,0
4291,-0.0334219275895648,0
4347,-0.0336516290324359,0
4404,-0.0341620739750427,0
4460,-0.0348756441927414,0
4516,-0.0357030514935676,0
4576,-0.0365548604731295,0
4632,-0.0373513358418634,0
4688,-0.038029698606736,0
4745,-0.0385483952556147,0
4801,-0.0388884447244342,0
4859,-0.0390522570668655,0
4916,-0.0390604908511588,0
4972,-0.0389475570012261,0
5028,-0.0387563433507965,0
5085,-0.0385326892410788,0
5140,-0.0383201156306266,0
5198,-0.03815530207975,0
5255,-0.0380647602332621,0
5311,-0.0380630462641955,0
5367,-0.0381526620432358,0
5424,-0.0383255331724004,0
5482,-0.0385656815449168,0
5538,-0.0388525119924964,0
5595,-0.0391640752987088,0
5651,-0.0394797796942387,0
5706,-0.039782263888435,0
5767,-0.040058423678563,0
5823,-0.0402997896164,0
5879,-0.040502513154624,0
5936,-0.0406671423946916,0
5992,-0.0407982285295011,0
6048,-0.0409036835945189,0
6107,-0.0409937765578094,0
6163,-0.0410797410238566,0
6218,-0.0411721390723357,0
6275,-0.0412792862414996,0
6331,-0.0414060988256192,0
6391,-0.0415536411811788,0
6448,-0.0417194596989432,0
6504,-0.0418985631180727,0
6560,-0.0420847250723956,0
6617,-0.0422717143933328,0
6675,-0.042454138243935,0
6730,-0.0426277800944139,0
6787,-0.0427895341770611,0
6843,-0.0429371803893062,0
6899,-0.0430692553261648,0
6956,-0.043185166086822,0
7014,-0.0432855219524709,0
7070,-0.0433725002761679,0
7127,-0.043449985218508,0
7183,-0.0435232665823013,0
7239,-0.0435982578335681,0
7297,-0.0436804167397079,0
7353,-0.0437737141811513,0
7409,-0.0438800048559784,0
7465,-0.0439990003090161,0
7522,-0.044128807222875,0
7582,-0.0442667798184859,0
7639,-0.0444103318183549,0
7695,-0.0445574054756479,0
7751,-0.0447064861738167,0
7806,-0.0448562895749285,0
7863,-0.0450054043710804,0
7921,-0.0451521669795938,0
7977,-0.0452948983829071,0
8034,-0.0454324363377407,0
8090,-0.0455647328395057,0
8146,-0.0456932162648976,0
8207,-0.0458206759549375,0
8263,-0.0459506055601826,0
8318,-0.0460861715668386,0
8375,-0.046229152381755,0
8431,-0.0463792371012764,0
8489,-0.0465339598896034,0
8546,-0.04668932303815,0
8602,-0.0468409151910118,0
8658,-0.0469851498053948,0
8715,-0.0471202029500452,0
8771,-0.047246349615357,0
8829,-0.0473656463331534,0
8885,-0.0474811723388559,0
8941,-0.0475961873662326,0
8997,-0.0477135277258507,0
9054,-0.0478353894790592,0
9112,-0.0479634426751357,0
9168,-0.0480990758864023,0
9225,-0.0482435349690069,0
9281,-0.0483978018052793,0
9337,-0.0485622266952374,0
9397,-0.0487361039084004,0
9453,-0.0489174579360394,0
9509,-0.0491032314129433,0
9566,-0.0492898792143122,0
9622,-0.0494741799990889,0
9678,-0.049653964870352,0
9737,-0.0498284756288249,0
9793,-0.0499981993965701,0
9849,-0.0501642385791476,0
9906,-0.0503274816045097,0
9961,-0.0504879360130501,0
10021,-0.050644510915077,0
10078,-0.0507953304758701,0
10134,-0.0509384336988299,0
10190,-0.0510725665149585,0
10247,-0.0511977444699691,0
10305,-0.0513153598064379,0
10361,-0.0514277952140868,0
10418,-0.0515377160786667,0
10473,-0.0516473442055381,0
10529,-0.0517580020030888,0
10590,-0.0518700723002346,0
10646,-0.0519833269340939,0
10702,-0.0520974281375898,0
10759,-0.0522123554300976,0
10815,-0.0523285644330647,0
10871,-0.0524468163279537,0
10930,-0.0525677773939576,0
10985,-0.0526916076396896,0
11041,-0.0528177724886578,0
11098,-0.052945204719858,0
11154,-0.05307276459813,0
11214,-0.0531997894473239,0
11271,-0.0533264731091765,0
11327,-0.0534538883727352,0
11383,-0.0535836161300653,0
11440,-0.0537171092891819,0
11497,-0.0538550393489854,0
11553,-0.0539968985088831,0
11610,-0.0541410345036819,0
11666,-0.0542851119185649,0
11722,-0.0544268129612965,0
11779,-0.0545645021844778,0
11837,-0.0546976142978774,0
11893,-0.0548266537128575,0
11950,-0.0549528608895788,0
12006,-0.055077732485151,0
12062,-0.0552026157871224,0
12120,-0.05532851603545,0
12176,-0.0554561104891958,0
12232,-0.0555858481329815,0
12289,-0.0557179927480072,0
