6163.00	2.29302430	2.22342419	2.29136395	2.20032501	1.95938701	2.25883340	2.13782787	2.15765309
6242.00	2.28736352	2.21683263	2.28931260	2.19983029	1.96183347	2.25999355	2.13777804	2.15730953
6298.00	2.28254604	2.22161436	2.28842878	2.19924473	1.96179819	2.26018500	2.13817262	2.15744996
6354.00	2.28576707	2.21544837	2.28719091	2.20169663	1.96144380	2.26150965	2.13761019	2.15713334
6411.00	2.28325676	2.22151994	2.28751301	2.19936823	1.96232891	2.26154184	2.13746309	2.15681886
6467.00	2.28349375	2.22074484	2.28558349	2.20387077	1.96002473	2.26335978	2.13750028	2.15684866
6524.00	2.28207659	2.22173881	2.28696966	2.19870615	1.96356191	2.26456475	2.13770008	2.15691733
6581.00	2.28254365	2.22153759	2.28624844	2.20124793	1.96018276	2.26547551	2.13781094	2.15675258
6637.00	2.28486537	2.21876645	2.28602790	2.19771385	1.96412792	2.26612901	2.13757061	2.15689921
6693.00	2.28215932	2.22015523	2.28550553	2.19739532	1.96294784	2.26692557	2.13745570	2.15705537
6750.00	2.28607535	2.21541309	2.28429079	2.19811630	1.96463737	2.26801323	2.13761091	2.15681767
6810.00	2.28158473	2.22225141	2.28457546	2.19613671	1.96443614	2.26728296	2.13762116	2.15662002
6866.00	2.28401494	2.21598625	2.28338384	2.19981622	1.96436805	2.26916646	2.13740706	2.15651059
6923.00	2.28066802	2.22182273	2.28397226	2.19781541	1.96536340	2.26950073	2.13735556	2.15627670
6979.00	2.28124499	2.21995329	2.28192162	2.20199203	1.96311388	2.27024126	2.13753604	2.15616178
7034.00	2.28090381	2.22132539	2.28266143	2.19754981	1.96654033	2.27056050	2.13750863	2.15620803
7091.00	2.28059148	2.22121548	2.28181409	2.20110821	1.96309928	2.27096056	2.13766908	2.15636897
7149.00	2.28278064	2.21939039	2.28243041	2.19740200	1.96744680	2.27149915	2.13757371	2.15635871
7205.00	2.28087639	2.22150731	2.28210639	2.19684815	1.96599807	2.27116847	2.13732194	2.15627002
7262.00	2.28446102	2.21528720	2.28089547	2.19744205	1.96806335	2.27159476	2.13755249	2.15582013
7318.00	2.28048801	2.22154068	2.28132462	2.19761776	1.96879901	2.27170658	2.13740777	2.15618419
7374.00	2.28138971	2.21546602	2.27987885	2.20554566	1.96848287	2.27242755	2.13821148	2.15596532
7433.00	2.27951455	2.22171211	2.28056168	2.19838452	1.96897401	2.27238678	2.13768076	2.15572834
7489.00	2.27848601	2.22048234	2.27865743	2.20378994	1.96654701	2.27160692	2.13767457	2.15577149
7545.00	2.27922821	2.22201681	2.28041028	2.20091533	1.97094449	2.27254009	2.13777136	2.15579748
7601.00	2.27880692	2.22203993	2.28001499	2.20273017	1.96834478	2.27257299	2.13775300	2.15574455
7657.00	2.28129410	2.21901655	2.27980470	2.20105338	1.97198286	2.27311277	2.13775134	2.15573310
7715.00	2.27849817	2.22052431	2.27965688	2.20098590	1.97109460	2.27333760	2.13771653	2.15605282
7772.00	2.28212165	2.21528649	2.27906966	2.20062422	1.97328519	2.27395915	2.13788127	2.15575814
7828.00	2.27951765	2.22197651	2.27970623	2.19988441	1.97409992	2.27404713	2.13781452	2.15577507
7884.00	2.27858567	2.21605634	2.27849626	2.20213317	1.97360801	2.27545285	2.13809609	2.15578103
7941.00	2.27819418	2.22268915	2.27981328	2.19601893	1.97473449	2.27663779	2.13816833	2.15542483
7997.00	2.27703404	2.22279810	2.27879428	2.19872188	1.97175064	2.27818441	2.13824915	2.15587830
8055.00	2.27803611	2.22283267	2.27999925	2.19421553	1.97607030	2.27965641	2.13850951	2.15582442
8112.00	2.27672410	2.22329163	2.28033351	2.19422888	1.97379951	2.28189849	2.13860368	2.15602564
8167.00	2.27911710	2.21941637	2.28065705	2.19213151	1.97942810	2.28426098	2.13844132	2.15565824
8223.00	2.27678132	2.22222471	2.28064298	2.19060683	1.97942199	2.28637194	2.13793540	2.15551853
8280.00	2.27980279	2.21347713	2.27966189	2.19016098	1.98065671	2.29020643	2.13768625	2.15561819
8338.00	2.27698493	2.21856045	2.28089404	2.18925642	1.98222904	2.29384922	2.13743948	2.15580487
8394.00	2.27681231	2.21262478	2.28010749	2.19181966	1.98203926	2.29786610	2.13776278	2.15577197
8451.00	2.27560353	2.21862912	2.28181457	2.18780755	1.98506822	2.30057096	2.13741922	2.15551853
8507.00	2.27447772	2.21677112	2.28028798	2.19122862	1.98279438	2.30372881	2.13733291	2.15571737
8563.00	2.27646517	2.21622037	2.28199219	2.18622994	1.98769817	2.30554962	2.13708615	2.15567040
8624.00	2.27452921	2.21538257	2.28179574	2.18805575	1.98622941	2.30640077	2.13713049	2.15584564
8679.00	2.27659630	2.21119117	2.28199696	2.18527841	1.99350852	2.30688524	2.13680768	2.15564441
8735.00	2.27317786	2.21299386	2.28216171	2.18470406	1.99500045	2.30634069	2.13658833	2.15595865
8792.00	2.27673316	2.20579075	2.28151798	2.18546938	1.99800443	2.30539655	2.13631772	2.15575861
