11081.00	2.18584442	2.19388985	2.18274927	2.11417913	1.98384008	2.14203858	2.08966541	2.12192893
11160.00	2.18395304	2.18486332	2.17984199	2.11786818	1.98193588	2.14195895	2.08940315	2.12142682
11216.00	2.18325448	2.19134116	2.18127250	2.11408185	1.98270130	2.14216685	2.08961486	2.12115979
11273.00	2.18298768	2.19009232	2.18031501	2.11793327	1.97901763	2.14227628	2.08967065	2.12189364
11329.00	2.18483042	2.18943953	2.18150901	2.11503100	1.98234996	2.14220762	2.08981060	2.12211680
11385.00	2.18469977	2.18607735	2.18141126	2.11825060	1.97820425	2.14216947	2.09011697	2.12230944
11446.00	2.18646407	2.18853712	2.18225145	2.11486864	1.98125314	2.14212250	2.09018015	2.12287974
11502.00	2.18332338	2.18898105	2.18258094	2.11603093	1.97978439	2.14199852	2.09043073	2.12398028
11558.00	2.18752002	2.18299674	2.18216991	2.11716008	1.98128528	2.14187812	2.09081625	2.12424516
11615.00	2.18381524	2.18892264	2.18290615	2.11767125	1.98149881	2.14216756	2.09077119	2.12511706
11670.00	2.18486142	2.18172979	2.18219423	2.12147784	1.98068599	2.14221072	2.09147882	2.12624239
11728.00	2.18441629	2.18667936	2.18399453	2.11806106	1.98122215	2.14237856	2.09167957	2.12696838
11785.00	2.18487238	2.18374705	2.18331718	2.12273335	1.97778596	2.14266610	2.09199738	2.12833142
11841.00	2.18620800	2.18600511	2.18494176	2.11897778	1.98084640	2.14230847	2.09263586	2.12970113
11897.00	2.18594050	2.18684029	2.18498301	2.12158060	1.97663803	2.14187383	2.09305906	2.13069033
11954.00	2.18919134	2.18238878	2.18562150	2.12056756	1.98025121	2.14193344	2.09352278	2.13174510
12014.00	2.18523836	2.18641185	2.18631935	2.11968970	1.97681064	2.14158511	2.09436845	2.13341712
12070.00	2.18875241	2.18005847	2.18700885	2.11832237	1.97914600	2.14151215	2.09499597	2.13432526
12127.00	2.18544983	2.18557453	2.18722891	2.11686587	1.97909250	2.14111638	2.09576988	2.13527131
12182.00	2.18780398	2.17977452	2.18717360	2.11756300	1.97816467	2.14102387	2.09639906	2.13620996
12238.00	2.18696737	2.18491363	2.18898463	2.11168885	1.97788200	2.14111328	2.09777140	2.13751053
12295.00	2.18669700	2.18234992	2.18790984	2.11284279	1.97490844	2.14115643	2.09903478	2.13860535
12353.00	2.18786954	2.18411612	2.18944001	2.10688471	1.97723388	2.14023351	2.10078930	2.13910460
12409.00	2.18709516	2.18526935	2.18953061	2.10842180	1.97311363	2.14017391	2.10332512	2.14047622
12466.00	2.19077992	2.18291544	2.18962907	2.10466265	1.97638273	2.13996982	2.10547924	2.14125752
12522.00	2.18831896	2.18557882	2.18969964	2.10311174	1.97485122	2.13987541	2.10782289	2.14228558
12578.00	2.19082808	2.18017148	2.18939328	2.10226249	1.97549018	2.13980317	2.11035561	2.14391350
12639.00	2.18750238	2.18647813	2.19049978	2.10154438	1.97521486	2.13886809	2.11213636	2.14608526
12694.00	2.19106268	2.18026828	2.19029235	2.10262417	1.97543058	2.13912105	2.11399674	2.14782643
12750.00	2.18892383	2.18592786	2.19267439	2.09860491	1.97415208	2.13870525	2.11513924	2.15042138
12807.00	2.18874144	2.18556976	2.19357776	2.10197544	1.97125873	2.13903594	2.11687850	2.15307331
12863.00	2.18963336	2.18642258	2.19617748	2.09667325	1.97367238	2.13828444	2.11792182	2.15534281
12921.00	2.19079160	2.18822097	2.19647789	2.10075879	1.96969995	2.13794708	2.11854863	2.15690398
12978.00	2.19305133	2.18893170	2.19828104	2.09596133	1.97278232	2.13780474	2.11862826	2.15950131
13034.00	2.18993377	2.19012641	2.19915103	2.09567570	1.96987514	2.13753533	2.11854434	2.16113924
13090.00	2.19397544	2.18561339	2.19945216	2.09545063	1.97101802	2.13757920	2.11801671	2.16191124
13147.00	2.19067907	2.19022369	2.19901728	2.09503364	1.97064666	2.13638830	2.11683225	2.16290116
13206.00	2.19463944	2.18718814	2.19790959	2.09565567	1.96994380	2.13710856	2.11593985	2.16322445
13262.00	2.19082260	2.19384527	2.19813036	2.09337401	1.96928892	2.13715839	2.11499452	2.16345667
13319.00	2.19132161	2.18968081	2.19624686	2.09687089	1.96634521	2.13723993	2.11396646	2.16317582
13375.00	2.19136786	2.19658303	2.19793081	2.09208011	1.96767234	2.13773488	2.11315226	2.16310644
13431.00	2.19221901	2.19737648	2.19659876	2.09568834	1.96333398	2.13781142	2.11241292	2.16287302
13488.00	2.19475674	2.19887375	2.19697284	2.09117245	1.96576938	2.13803696	2.11188530	2.16249799
13546.00	2.19254016	2.20090579	2.19644188	2.09106898	1.96119270	2.13859581	2.11219477	2.16250777
13602.00	2.19526672	2.19643354	2.19562315	2.09075593	1.96328048	2.13955926	2.11233568	2.16207909
13659.00	2.19248175	2.20129609	2.19456768	2.09054446	1.96253442	2.13916468	2.11230659	2.16174840
13714.00	2.19464778	2.19347333	2.19239282	2.09304738	1.96118297	2.14116024	2.11241292	2.16141891
13770.00	2.19271707	2.20030260	2.19288778	2.08999109	1.96285362	2.14281249	2.11230468	2.16090750
13829.00	2.19243359	2.19600367	2.19199419	2.09344077	1.95620431	2.14429116	2.11350917	2.16060900
13885.00	2.19335722	2.19903922	2.19278264	2.08842444	1.95702629	2.14566206	2.11506915	2.16029715
13941.00	2.19358086	2.20102190	2.19215941	2.09305524	1.95213031	2.14719367	2.11686038	2.15987277
13998.00	2.19672894	2.20179891	2.19274926	2.08833861	1.95473966	2.14899682	2.11877965	2.15962219
14054.00	2.19370436	2.20416808	2.19246220	2.08803606	1.95146522	2.15020418	2.12059879	2.15985155
14112.00	2.19673442	2.20028424	2.19235706	2.08790469	1.95251569	2.15187120	2.12274122	2.15960717
14169.00	2.19342827	2.20543313	2.19226717	2.08828949	1.95293893	2.15212178	2.12363314	2.15960645
14225.00	2.19668459	2.19870495	2.19064617	2.09118819	1.95282831	2.15301609	2.12463617	2.15934681
14280.00	2.19401741	2.20404887	2.19061899	2.08907318	1.95335474	2.15272545	2.12545037	2.15969777
14337.00	2.19474220	2.20228934	2.18792915	2.09263753	1.95091495	2.15219831	2.12602972	2.16000342
14393.00	2.19430685	2.20137071	2.18862533	2.08856964	1.95424785	2.15004730	2.12610816	2.16021251
14451.00	2.19488978	2.20059370	2.18715643	2.09195733	1.95097694	2.14761495	2.12589287	2.16051244
14508.00	2.19828724	2.20003986	2.18737649	2.08844017	1.95543708	2.14529371	2.12513828	2.16063570
14564.00	2.19681358	2.19896388	2.18732380	2.08789420	1.95415725	2.14293050	2.12407016	2.16078710
14620.00	2.19959115	2.19210290	2.18594980	2.08824753	1.95618171	2.14163374	2.12325191	2.16049957
14676.00	2.19518709	2.19757533	2.18616986	2.08847737	1.95683479	2.13994836	2.12220668	2.16070699
14735.00	2.19816374	2.18895363	2.18507003	2.09190130	1.95718078	2.13909602	2.12181878	2.16022896
14791.00	2.19595074	2.19383311	2.18637156	2.09091830	1.95794067	2.13868451	2.12097859	2.16003012
14846.00	2.19558358	2.18991422	2.18440675	2.09529757	1.95544061	2.13832020	2.12067532	2.15996813
14903.00	2.19688224	2.18948554	2.18497824	2.09100151	1.95825624	2.13767528	2.12062311	2.15981507
14959.00	2.19600009	2.18657898	2.18419814	2.09353327	1.95400104	2.13706254	2.12038516	2.15925192
15020.00	2.19970369	2.18413066	2.18351054	2.09130859	1.95768651	2.13697600	2.12046432	2.15901732
15076.00	2.19834613	2.18546509	2.18399214	2.09189534	1.95422353	2.13688611	2.12073373	2.15913581
15132.00	2.20074391	2.17757606	2.18429660	2.09296584	1.95579872	2.13749480	2.12097144	2.15867495
15188.00	2.19753575	2.18304371	2.18489789	2.09353494	1.95445938	2.13772869	2.12102293	2.15887999
15245.00	2.19958639	2.17514848	2.18325877	2.09800481	1.95326538	2.13910770	2.12137985	2.15897774
15303.00	2.20130085	2.17482209	2.18237614	2.09813547	1.95339307	2.13985919	2.12133550	2.15910863
15360.00	2.19816184	2.18024754	2.18235111	2.09804487	1.95233459	2.14082884	2.12049841	2.15917849
15416.00	2.19879961	2.17665815	2.18177294	2.10183930	1.94970331	2.14153409	2.12055969	2.15957474
15472.00	2.19957733	2.18454051	2.18469786	2.09700465	1.95073804	2.14223814	2.11995840	2.15951156
15528.00	2.19990992	2.18398594	2.18404364	2.09924268	1.94561109	2.14290308	2.11908006	2.15914392
15585.00	2.20180559	2.18612599	2.18536543	2.09368085	1.94783496	2.14395737	2.11792612	2.15900158
15643.00	2.19956207	2.18551611	2.18614983	2.09319639	1.94305572	2.14405894	2.11688590	2.15885567
15699.00	2.20273089	2.18138861	2.18639302	2.09400749	1.94624280	2.14497876	2.11583948	2.15766096
15756.00	2.19972085	2.18567800	2.18562865	2.09460258	1.94614067	2.14472293	2.11458897	2.15762686
15811.00	2.20251679	2.17975139	2.18440175	2.09635424	1.94576549	2.14562797	2.11368846	2.15711188
15867.00	2.20039629	2.18600249	2.18567299	2.09255313	1.94482374	2.14614796	2.11278700	2.15734839
15926.00	2.20030331	2.17869544	2.18442559	2.09492063	1.94195232	2.14676618	2.11216497	2.15736055
15982.00	2.20100235	2.18267631	2.18588232	2.09055471	1.94409122	2.14699411	2.11185479	2.15780091
16038.00	2.20183825	2.18276762	2.18428802	2.09374117	1.93986759	2.14717102	2.11180615	2.15803599
16095.00	2.20389080	2.18238711	2.18467903	2.08926105	1.94267091	2.14743971	2.11147189	2.15846157
16151.00	2.20132470	2.18223190	2.18388557	2.08876609	1.93972721	2.14762592	2.11323547	2.15931820
16209.00	2.20427203	2.17779326	2.18338704	2.08901906	1.94128046	2.14848613	2.11189627	2.15903306
16266.00	2.20165705	2.18286800	2.18338823	2.09025073	1.94139661	2.14809393	2.11211013	2.15884947
16322.00	2.20422220	2.17556619	2.18253660	2.09393572	1.94191408	2.15060734	2.11294436	2.15832376
16377.00	2.20236849	2.18180394	2.18430948	2.09334230	1.94316282	2.15149688	2.11345982	2.15752959
16434.00	2.20153665	2.18062567	2.18313431	2.09692263	1.93958482	2.15247797	2.11420226	2.15650653
16490.00	2.20262026	2.18119788	2.18480610	2.09276175	1.94243383	2.15283060	2.11442780	2.15585470
16548.00	2.20301413	2.18244528	2.18392992	2.09697127	1.93909730	2.15319728	2.11513972	2.15561628
16605.00	2.20611667	2.18186283	2.18429350	2.09256601	1.94298343	2.15299057	2.11518716	2.15525293
16661.00	2.20361423	2.18296456	2.18379878	2.09283161	1.94065189	2.15334510	2.11542725	2.15589666
16717.00	2.20597004	2.17818236	2.18401217	2.09381699	1.94267644	2.15390920	2.11576342	2.15634775
16774.00	2.20275998	2.18372583	2.18436169	2.09434676	1.94256820	2.15359306	2.11572575	2.15730357
16832.00	2.20590448	2.17893671	2.18303322	2.09738230	1.94210491	2.15431165	2.11579632	2.15785121
16887.00	2.20415282	2.18366503	2.18317246	2.09433150	1.94189939	2.15464067	2.11637020	2.15904235
16944.00	2.20452547	2.18293833	2.18178391	2.09686970	1.93914232	2.15526866	2.11707258	2.15986299
17000.00	2.20434260	2.18318343	2.18325757	2.09216094	1.94149637	2.15508508	2.11784696	2.16061687
17056.00	2.20490193	2.18160891	2.18335056	2.09401297	1.93762111	2.15511846	2.11833453	2.16114473
17115.00	2.20804572	2.18052244	2.18335795	2.09145689	1.94117298	2.15534162	2.11812353	2.16141629
17171.00	2.20637917	2.18141794	2.18329906	2.09076261	1.93867053	2.15514516	2.11751699	2.16147041
17227.00	2.20909571	2.17577648	2.18225145	2.09079670	1.93982801	2.15533614	2.11654782	2.16076779
17284.00	2.20476269	2.17986822	2.18251776	2.09014201	1.93946266	2.15549850	2.11539077	2.16072821
17340.00	2.20668554	2.17410111	2.18080139	2.09349918	1.93870401	2.15594768	2.11414694	2.15992212
17399.00	2.20611715	2.17938542	2.18204522	2.09025192	1.93994903	2.15563392	2.11246943	2.15940284
17456.00	2.20533967	2.17635893	2.18066716	2.09356665	1.93750562	2.15600061	2.11137390	2.15867877
17512.00	2.20623278	2.17834281	2.18200397	2.08926534	1.94089326	2.15617275	2.10989308	2.15828585
17568.00	2.20621991	2.17814588	2.18108415	2.09262728	1.93773975	2.15609908	2.10876584	2.15757346
17625.00	2.20932483	2.17673659	2.18090486	2.08864927	1.94142284	2.15573430	2.10772562	2.15707373
17681.00	2.20775318	2.17851233	2.18092179	2.08872175	1.93910942	2.15580844	2.10695409	2.15681409
17739.00	2.21050977	2.17324805	2.18071699	2.08909201	1.94208354	2.15617632	2.10655403	2.15641880
17796.00	2.20664787	2.17861223	2.18116688	2.08897161	1.94184474	2.15520429	2.10546445	2.15635251
17852.00	2.20848703	2.17200779	2.17972040	2.09210324	1.94177293	2.15606570	2.10506200	2.15649437
17908.00	2.20653057	2.17821693	2.18096137	2.08991384	1.94262228	2.15546441	2.10416293	2.15651440
17965.00	2.20733380	2.17714929	2.17973875	2.09337091	1.94128971	2.15596342	2.10301876	2.15675878
18024.00	2.20711112	2.17662596	2.18058609	2.08861112	1.94325828	2.15581893	2.10212254	2.15704631
18080.00	2.20780611	2.17658329	2.17992830	2.09256052	1.93993330	2.15555500	2.10173964	2.15752053
18137.00	2.21039676	2.17680168	2.18058872	2.08811736	1.94293413	2.15551614	2.10134983	2.15785503
18193.00	2.20884752	2.17844986	2.18015885	2.08751988	1.94015331	2.15450978	2.10095643	2.15808844
18249.00	2.21211123	2.17363643	2.17986273	2.08732032	1.94265575	2.15512514	2.10158276	2.15849995
18308.00	2.20815443	2.18020319	2.18038439	2.08717799	1.94206476	2.15442109	2.10221505	2.15876078
18364.00	2.21046590	2.17413759	2.17898249	2.08925557	1.94161739	2.15467047	2.10278892	2.15862393
18420.00	2.20835685	2.17930459	2.17939591	2.08763289	1.94168548	2.15424180	2.10341072	2.15871334
18477.00	2.20786261	2.17816352	2.17795181	2.09154629	1.93911190	2.15472698	2.10472106	2.15851569
18532.00	2.20833134	2.17972540	2.17914724	2.08716773	1.94212436	2.15436148	2.10600018	2.15835094
